customer_id,registration_date,acquisition_channel,customer_segment,transaction_date,order_value,product_category
255,2023-03-24,paid_search,premium,2023-07-24,95.54,Electronics
255,2023-03-24,paid_search,premium,2024-01-12,91.04,Fashion
255,2023-03-24,paid_search,premium,2023-12-27,103.52,Home
255,2023-03-24,paid_search,premium,2023-05-19,89.95,Fashion
255,2023-03-24,paid_search,premium,2024-01-09,83.8,Fashion
255,2023-03-24,paid_search,premium,2024-04-08,200.43,Books
255,2023-03-24,paid_search,premium,2024-04-06,114.08,Electronics
255,2023-03-24,paid_search,premium,2023-05-17,120.28,Electronics
255,2023-03-24,paid_search,premium,2023-07-02,108.83,Fashion
255,2023-03-24,paid_search,premium,2023-10-02,114.23,Home
255,2023-03-24,paid_search,premium,2023-07-10,127.88,Home
256,2023-06-11,paid_search,standard,2023-10-14,101.98,Fashion
256,2023-06-11,paid_search,standard,2024-03-25,65.91,Electronics
256,2023-06-11,paid_search,standard,2024-05-16,55.19,Fashion
256,2023-06-11,paid_search,standard,2023-12-26,77.49,Home
257,2023-02-14,organic,basic,2023-03-13,31.2,Electronics
257,2023-02-14,organic,basic,2023-04-10,33.72,Books
258,2023-08-07,referral,premium,2023-09-10,191.22,Home
258,2023-08-07,referral,premium,2023-08-10,56.99,Fashion
258,2023-08-07,referral,premium,2023-09-08,138.22,Electronics
258,2023-08-07,referral,premium,2023-08-08,128.12,Electronics
258,2023-08-07,referral,premium,2024-05-03,141.08,Fashion
258,2023-08-07,referral,premium,2023-10-17,128.07,Fashion
258,2023-08-07,referral,premium,2024-03-20,139.99,Books
258,2023-08-07,referral,premium,2024-03-03,210.1,Electronics
258,2023-08-07,referral,premium,2023-10-20,122.63,Home
259,2023-07-23,social_media,standard,2023-11-30,74.65,Home
259,2023-07-23,social_media,standard,2024-05-10,32.28,Electronics
259,2023-07-23,social_media,standard,2024-02-23,81.66,Books
259,2023-07-23,social_media,standard,2024-04-26,72.8,Home
260,2023-03-15,social_media,standard,2024-02-22,56.09,Books
260,2023-03-15,social_media,standard,2024-03-15,59.6,Electronics
261,2023-11-09,organic,standard,2024-10-11,64.67,Electronics
261,2023-11-09,organic,standard,2024-03-05,122.87,Fashion
262,2023-07-22,organic,standard,2024-04-21,113.77,Fashion
262,2023-07-22,organic,standard,2024-02-19,65.02,Electronics
263,2023-01-14,email,standard,2023-04-03,83.7,Home
263,2023-01-14,email,standard,2023-10-12,79.12,Fashion
263,2023-01-14,email,standard,2023-02-09,63.77,Electronics
263,2023-01-14,email,standard,2023-06-17,76.53,Fashion
263,2023-01-14,email,standard,2023-07-14,67.9,Home
264,2023-10-25,social_media,standard,2023-12-10,88.58,Electronics
264,2023-10-25,social_media,standard,2024-08-30,84.35,Fashion
264,2023-10-25,social_media,standard,2024-03-02,67.44,Books
264,2023-10-25,social_media,standard,2024-03-17,59.01,Fashion
264,2023-10-25,social_media,standard,2024-05-12,56.03,Books
264,2023-10-25,social_media,standard,2024-03-21,103.13,Books
264,2023-10-25,social_media,standard,2024-01-04,76.53,Fashion
264,2023-10-25,social_media,standard,2024-09-23,113.85,Home
265,2023-06-10,social_media,standard,2023-10-28,70.9,Fashion
265,2023-06-10,social_media,standard,2024-01-12,82.54,Fashion
265,2023-06-10,social_media,standard,2023-09-16,72.95,Books
265,2023-06-10,social_media,standard,2023-08-15,131.01,Fashion
265,2023-06-10,social_media,standard,2023-09-05,87.73,Fashion
265,2023-06-10,social_media,standard,2024-04-09,49.02,Books
266,2023-05-10,organic,standard,2023-09-21,46.99,Fashion
266,2023-05-10,organic,standard,2023-05-22,69.76,Books
266,2023-05-10,organic,standard,2023-09-10,43.76,Books
266,2023-05-10,organic,standard,2023-07-20,95.23,Books
266,2023-05-10,organic,standard,2023-06-27,46.65,Electronics
266,2023-05-10,organic,standard,2023-08-25,78.63,Electronics
266,2023-05-10,organic,standard,2024-03-09,105.73,Home
267,2023-07-11,email,standard,2023-07-28,50.37,Fashion
267,2023-07-11,email,standard,2024-06-03,84.57,Books
267,2023-07-11,email,standard,2023-10-25,39.86,Books
268,2023-02-04,paid_search,standard,2023-03-10,62.7,Home
268,2023-02-04,paid_search,standard,2023-10-19,56.66,Books
268,2023-02-04,paid_search,standard,2024-01-29,49.57,Fashion
269,2023-03-26,social_media,basic,2024-01-27,38.84,Home
269,2023-03-26,social_media,basic,2024-04-12,29.73,Fashion
269,2023-03-26,social_media,basic,2023-08-12,22.42,Books
269,2023-03-26,social_media,basic,2024-01-29,44.72,Books
269,2023-03-26,social_media,basic,2023-04-03,41.84,Books
270,2023-12-28,paid_search,standard,2024-06-12,65.03,Electronics
270,2023-12-28,paid_search,standard,2024-05-05,90.65,Fashion
270,2023-12-28,paid_search,standard,2024-10-17,69.38,Books
270,2023-12-28,paid_search,standard,2024-11-22,59.42,Home
271,2023-05-25,social_media,premium,2024-03-09,95.52,Electronics
271,2023-05-25,social_media,premium,2024-01-24,115.52,Books
271,2023-05-25,social_media,premium,2024-03-24,108.95,Electronics
271,2023-05-25,social_media,premium,2023-11-21,103.05,Fashion
271,2023-05-25,social_media,premium,2023-06-26,119.05,Home
271,2023-05-25,social_media,premium,2024-01-06,134.41,Electronics
271,2023-05-25,social_media,premium,2023-11-21,67.77,Home
272,2023-03-05,paid_search,basic,2023-10-20,24.27,Fashion
272,2023-03-05,paid_search,basic,2023-05-28,67.11,Fashion
273,2023-04-20,paid_search,standard,2023-09-28,45.67,Home
273,2023-04-20,paid_search,standard,2023-05-03,50.87,Home
273,2023-04-20,paid_search,standard,2023-11-16,94.35,Electronics
273,2023-04-20,paid_search,standard,2024-04-04,113.84,Fashion
273,2023-04-20,paid_search,standard,2023-11-14,67.67,Electronics
273,2023-04-20,paid_search,standard,2023-09-07,90.97,Electronics
274,2023-07-01,organic,standard,2023-10-17,69.36,Books
274,2023-07-01,organic,standard,2023-09-21,105.58,Fashion
274,2023-07-01,organic,standard,2023-11-05,42.89,Electronics
274,2023-07-01,organic,standard,2024-07-26,72.66,Books
275,2023-05-31,social_media,standard,2023-11-25,86.61,Home
275,2023-05-31,social_media,standard,2024-05-27,129.46,Books
275,2023-05-31,social_media,standard,2024-05-20,64.25,Home
275,2023-05-31,social_media,standard,2023-10-21,83.1,Electronics
275,2023-05-31,social_media,standard,2024-06-22,56.66,Home
275,2023-05-31,social_media,standard,2023-09-16,61.23,Electronics
276,2023-12-07,paid_search,premium,2024-11-07,124.14,Home
276,2023-12-07,paid_search,premium,2024-10-11,76.23,Electronics
276,2023-12-07,paid_search,premium,2024-07-14,91.62,Electronics
276,2023-12-07,paid_search,premium,2023-12-19,200.1,Books
276,2023-12-07,paid_search,premium,2024-10-14,83.01,Home
276,2023-12-07,paid_search,premium,2024-06-21,99.4,Fashion
276,2023-12-07,paid_search,premium,2024-02-23,50.4,Home
277,2023-02-11,paid_search,standard,2023-07-04,67.28,Home
277,2023-02-11,paid_search,standard,2023-08-12,71.53,Home
277,2023-02-11,paid_search,standard,2023-02-21,104.98,Electronics
277,2023-02-11,paid_search,standard,2023-09-14,91.32,Books
277,2023-02-11,paid_search,standard,2023-05-20,64.09,Electronics
278,2023-11-05,organic,basic,2024-02-18,52.58,Fashion
278,2023-11-05,organic,basic,2024-07-22,25.07,Fashion
279,2023-07-26,organic,basic,2023-07-27,34.66,Home
279,2023-07-26,organic,basic,2024-07-12,24.73,Home
280,2023-12-10,social_media,basic,2024-09-29,21.13,Home
280,2023-12-10,social_media,basic,2024-05-08,32.9,Books
281,2023-07-18,organic,basic,2024-08-03,31.04,Home
282,2023-08-27,paid_search,basic,2024-08-28,30.58,Books
282,2023-08-27,paid_search,basic,2024-03-09,58.85,Fashion
282,2023-08-27,paid_search,basic,2024-08-30,27.82,Home
282,2023-08-27,paid_search,basic,2024-07-04,34.64,Books
282,2023-08-27,paid_search,basic,2024-08-12,31.86,Fashion
283,2023-03-25,organic,basic,2024-02-21,39.7,Home
283,2023-03-25,organic,basic,2023-05-09,32.01,Books
283,2023-03-25,organic,basic,2024-01-27,32.51,Home
284,2023-12-31,organic,premium,2024-02-11,106.84,Fashion
284,2023-12-31,organic,premium,2024-01-10,114.8,Fashion
284,2023-12-31,organic,premium,2024-05-07,89.64,Electronics
284,2023-12-31,organic,premium,2024-01-30,161.13,Electronics
285,2023-02-18,organic,standard,2023-08-03,40.74,Fashion
285,2023-02-18,organic,standard,2023-07-29,62.66,Electronics
285,2023-02-18,organic,standard,2024-01-18,101.34,Home
286,2023-10-19,paid_search,standard,2024-04-18,126.53,Electronics
286,2023-10-19,paid_search,standard,2024-03-23,65.93,Home
286,2023-10-19,paid_search,standard,2024-05-04,41.94,Electronics
286,2023-10-19,paid_search,standard,2024-01-20,82.66,Electronics
286,2023-10-19,paid_search,standard,2024-11-09,90.54,Fashion
286,2023-10-19,paid_search,standard,2024-07-22,51.14,Electronics
286,2023-10-19,paid_search,standard,2024-02-23,36.73,Electronics
286,2023-10-19,paid_search,standard,2023-12-13,68.3,Books
287,2023-07-17,paid_search,standard,2024-06-03,97.1,Home
287,2023-07-17,paid_search,standard,2024-02-13,86.62,Fashion
288,2023-02-11,referral,standard,2023-10-27,120.77,Home
289,2023-03-03,social_media,standard,2024-03-25,148.7,Electronics
289,2023-03-03,social_media,standard,2023-09-15,69.15,Home
289,2023-03-03,social_media,standard,2023-08-02,73.23,Electronics
289,2023-03-03,social_media,standard,2023-09-30,124.97,Books
289,2023-03-03,social_media,standard,2023-09-29,102.97,Home
290,2023-10-06,paid_search,standard,2023-12-21,58.29,Books
290,2023-10-06,paid_search,standard,2024-08-22,83.53,Fashion
290,2023-10-06,paid_search,standard,2023-11-22,56.15,Home
290,2023-10-06,paid_search,standard,2024-08-16,60.71,Fashion
290,2023-10-06,paid_search,standard,2024-02-29,60.8,Books
290,2023-10-06,paid_search,standard,2023-11-02,93.7,Electronics
291,2023-03-23,email,standard,2023-04-30,103.5,Home
291,2023-03-23,email,standard,2024-04-19,62.44,Home
291,2023-03-23,email,standard,2023-09-18,82.47,Home
292,2023-03-23,organic,standard,2023-12-27,63.87,Home
292,2023-03-23,organic,standard,2023-05-30,61.52,Home
292,2023-03-23,organic,standard,2023-06-19,79.22,Home
292,2023-03-23,organic,standard,2023-08-10,58.43,Fashion
292,2023-03-23,organic,standard,2023-08-03,71.81,Fashion
292,2023-03-23,organic,standard,2023-06-05,112.95,Home
293,2023-04-18,referral,standard,2023-08-15,69.92,Electronics
293,2023-04-18,referral,standard,2024-02-26,64.96,Home
293,2023-04-18,referral,standard,2024-05-04,113.35,Fashion
293,2023-04-18,referral,standard,2023-10-13,53.48,Electronics
294,2023-01-03,organic,basic,2023-12-01,22.19,Electronics
295,2023-11-18,organic,standard,2024-12-15,68.15,Home
295,2023-11-18,organic,standard,2024-06-10,47.29,Books
295,2023-11-18,organic,standard,2024-04-18,43.34,Home
296,2023-09-16,paid_search,standard,2024-08-05,50.42,Electronics
296,2023-09-16,paid_search,standard,2024-09-05,81.28,Electronics
296,2023-09-16,paid_search,standard,2024-05-31,69.58,Books
296,2023-09-16,paid_search,standard,2024-08-29,67.78,Home
297,2023-01-22,paid_search,basic,2023-08-26,49.28,Fashion
297,2023-01-22,paid_search,basic,2024-01-10,74.07,Electronics
298,2023-02-09,paid_search,standard,2024-02-20,90.62,Home
299,2023-04-27,social_media,standard,2023-07-11,40.74,Electronics
299,2023-04-27,social_media,standard,2024-03-19,79.06,Home
300,2023-01-20,paid_search,standard,2024-02-05,66.08,Home
300,2023-01-20,paid_search,standard,2023-04-21,44.71,Books
300,2023-01-20,paid_search,standard,2023-08-22,92.06,Books
300,2023-01-20,paid_search,standard,2023-04-19,59.68,Books
301,2023-06-14,email,standard,2024-04-02,68.53,Fashion
301,2023-06-14,email,standard,2024-02-12,78.83,Fashion
301,2023-06-14,email,standard,2023-10-15,40.69,Books
301,2023-06-14,email,standard,2024-04-09,60.24,Fashion
302,2023-12-24,organic,basic,2024-03-25,39.92,Electronics
302,2023-12-24,organic,basic,2024-08-11,39.77,Home
303,2023-12-16,organic,premium,2024-07-27,167.32,Fashion
303,2023-12-16,organic,premium,2024-02-02,132.26,Electronics
303,2023-12-16,organic,premium,2024-06-15,102.28,Electronics
303,2023-12-16,organic,premium,2024-06-12,79.47,Books
303,2023-12-16,organic,premium,2024-02-18,58.18,Electronics
303,2023-12-16,organic,premium,2024-12-22,71.21,Fashion
304,2023-04-01,organic,standard,2023-05-14,51.05,Fashion
304,2023-04-01,organic,standard,2023-06-24,67.62,Fashion
304,2023-04-01,organic,standard,2023-08-05,62.37,Books
304,2023-04-01,organic,standard,2023-06-09,67.61,Fashion
304,2023-04-01,organic,standard,2023-10-07,98.53,Home
305,2023-01-10,organic,standard,2023-02-05,55.7,Home
305,2023-01-10,organic,standard,2023-06-03,62.56,Electronics
305,2023-01-10,organic,standard,2023-06-03,94.53,Home
305,2023-01-10,organic,standard,2023-01-23,75.78,Books
305,2023-01-10,organic,standard,2023-08-06,55.02,Fashion
305,2023-01-10,organic,standard,2023-06-14,68.4,Fashion
305,2023-01-10,organic,standard,2023-04-10,60.86,Fashion
305,2023-01-10,organic,standard,2023-08-15,44.46,Home
305,2023-01-10,organic,standard,2023-10-01,124.87,Fashion
306,2023-01-21,organic,standard,2023-09-26,58.38,Books
307,2023-09-21,email,standard,2024-02-22,89.77,Books
307,2023-09-21,email,standard,2023-12-14,92.33,Electronics
307,2023-09-21,email,standard,2024-09-29,83.16,Electronics
308,2023-08-20,organic,standard,2024-08-27,67.39,Electronics
308,2023-08-20,organic,standard,2023-11-01,68.7,Electronics
309,2023-08-08,social_media,standard,2023-10-20,81.11,Electronics
309,2023-08-08,social_media,standard,2023-12-15,70.52,Electronics
309,2023-08-08,social_media,standard,2024-02-06,54.75,Electronics
309,2023-08-08,social_media,standard,2023-10-14,42.84,Electronics
309,2023-08-08,social_media,standard,2023-10-13,92.86,Fashion
310,2023-03-23,email,premium,2023-07-06,140.28,Home
310,2023-03-23,email,premium,2023-10-25,93.89,Fashion
310,2023-03-23,email,premium,2024-01-18,136.14,Books
310,2023-03-23,email,premium,2023-04-08,100.9,Home
310,2023-03-23,email,premium,2023-11-21,100.55,Electronics
310,2023-03-23,email,premium,2023-12-15,104.57,Electronics
310,2023-03-23,email,premium,2024-02-21,156.33,Electronics
310,2023-03-23,email,premium,2024-04-23,119.49,Fashion
311,2023-03-16,organic,standard,2023-03-23,65.6,Books
311,2023-03-16,organic,standard,2023-06-03,75.91,Fashion
311,2023-03-16,organic,standard,2024-04-02,85.27,Books
311,2023-03-16,organic,standard,2024-02-12,68.55,Electronics
312,2023-07-07,organic,standard,2024-02-09,143.75,Electronics
312,2023-07-07,organic,standard,2023-11-12,156.14,Home
313,2023-01-22,paid_search,standard,2023-07-21,60.47,Electronics
313,2023-01-22,paid_search,standard,2023-02-13,96.62,Fashion
313,2023-01-22,paid_search,standard,2023-02-12,64.73,Books
314,2023-06-08,organic,standard,2024-07-10,48.28,Home
314,2023-06-08,organic,standard,2024-05-26,87.46,Home
314,2023-06-08,organic,standard,2024-03-31,57.81,Home
315,2023-05-03,referral,standard,2024-04-04,67.62,Home
315,2023-05-03,referral,standard,2024-04-04,53.25,Electronics
315,2023-05-03,referral,standard,2024-02-28,84.74,Books
315,2023-05-03,referral,standard,2023-08-11,46.85,Fashion
316,2023-01-09,organic,premium,2023-06-30,153.41,Books
316,2023-01-09,organic,premium,2023-03-08,125.82,Books
316,2023-01-09,organic,premium,2023-11-18,97.67,Fashion
316,2023-01-09,organic,premium,2023-12-28,93.17,Books
316,2023-01-09,organic,premium,2023-03-02,120.21,Books
316,2023-01-09,organic,premium,2024-02-02,155.26,Fashion
316,2023-01-09,organic,premium,2023-03-19,103.08,Fashion
316,2023-01-09,organic,premium,2023-05-03,93.01,Books
317,2023-01-29,email,standard,2023-04-01,80.72,Home
317,2023-01-29,email,standard,2023-06-19,31.67,Home
318,2023-10-27,organic,premium,2023-11-27,149.18,Fashion
318,2023-10-27,organic,premium,2024-09-24,125.02,Fashion
318,2023-10-27,organic,premium,2024-01-04,204.45,Books
318,2023-10-27,organic,premium,2024-09-03,104.51,Home
319,2023-06-11,social_media,premium,2023-11-04,96.3,Home
319,2023-06-11,social_media,premium,2024-06-26,98.16,Books
319,2023-06-11,social_media,premium,2023-07-11,82.39,Electronics
319,2023-06-11,social_media,premium,2023-10-04,120.81,Books
319,2023-06-11,social_media,premium,2024-03-18,83.07,Books
319,2023-06-11,social_media,premium,2024-05-04,176.52,Home
319,2023-06-11,social_media,premium,2024-01-12,125.67,Home
319,2023-06-11,social_media,premium,2023-12-18,140.22,Home
319,2023-06-11,social_media,premium,2024-06-29,145.17,Books
319,2023-06-11,social_media,premium,2023-11-27,95.51,Electronics
319,2023-06-11,social_media,premium,2024-01-26,91.95,Home
319,2023-06-11,social_media,premium,2023-10-24,151.26,Fashion
319,2023-06-11,social_media,premium,2024-05-28,98.23,Books
320,2023-06-26,paid_search,standard,2024-04-07,56.18,Fashion
320,2023-06-26,paid_search,standard,2023-11-17,71.48,Books
320,2023-06-26,paid_search,standard,2024-02-22,123.84,Fashion
320,2023-06-26,paid_search,standard,2024-07-16,118.28,Home
320,2023-06-26,paid_search,standard,2023-09-06,62.26,Books
321,2023-11-26,organic,standard,2024-04-14,86.45,Home
321,2023-11-26,organic,standard,2024-03-09,133.62,Fashion
321,2023-11-26,organic,standard,2024-02-23,53.27,Electronics
321,2023-11-26,organic,standard,2024-05-27,131.71,Home
322,2023-01-09,organic,standard,2023-05-09,62.4,Books
322,2023-01-09,organic,standard,2023-11-28,93.45,Fashion
322,2023-01-09,organic,standard,2023-04-22,80.56,Books
322,2023-01-09,organic,standard,2023-03-13,69.58,Electronics
322,2023-01-09,organic,standard,2023-08-07,70.46,Electronics
323,2023-06-22,paid_search,standard,2024-06-07,52.7,Fashion
323,2023-06-22,paid_search,standard,2024-04-16,55.06,Books
323,2023-06-22,paid_search,standard,2023-08-25,64.55,Home
323,2023-06-22,paid_search,standard,2024-03-06,64.49,Electronics
323,2023-06-22,paid_search,standard,2024-01-03,96.32,Fashion
323,2023-06-22,paid_search,standard,2024-05-21,76.86,Fashion
324,2023-10-21,email,basic,2024-10-11,26.83,Books
324,2023-10-21,email,basic,2023-11-07,29.16,Fashion
324,2023-10-21,email,basic,2024-05-23,41.81,Fashion
324,2023-10-21,email,basic,2023-12-29,35.86,Home
325,2023-12-13,organic,standard,2024-07-20,69.21,Books
325,2023-12-13,organic,standard,2024-01-13,42.0,Books
325,2023-12-13,organic,standard,2024-03-27,70.39,Home
326,2023-08-15,organic,standard,2023-12-14,68.17,Electronics
326,2023-08-15,organic,standard,2024-07-03,112.74,Electronics
326,2023-08-15,organic,standard,2023-08-16,72.89,Books
326,2023-08-15,organic,standard,2023-10-02,67.56,Electronics
326,2023-08-15,organic,standard,2024-06-23,70.47,Electronics
326,2023-08-15,organic,standard,2024-05-19,82.72,Home
326,2023-08-15,organic,standard,2024-03-07,84.21,Electronics
327,2023-04-14,email,premium,2023-12-24,126.41,Books
327,2023-04-14,email,premium,2024-04-16,102.21,Electronics
327,2023-04-14,email,premium,2023-10-19,131.1,Home
327,2023-04-14,email,premium,2023-04-29,146.32,Fashion
327,2023-04-14,email,premium,2023-11-08,82.11,Electronics
327,2023-04-14,email,premium,2024-03-09,129.78,Books
327,2023-04-14,email,premium,2024-02-19,163.11,Books
327,2023-04-14,email,premium,2023-11-27,139.29,Home
328,2023-09-02,organic,standard,2023-11-18,54.39,Fashion
328,2023-09-02,organic,standard,2024-01-31,61.28,Books
328,2023-09-02,organic,standard,2023-09-20,66.7,Electronics
328,2023-09-02,organic,standard,2024-03-09,78.88,Fashion
328,2023-09-02,organic,standard,2023-12-31,74.68,Electronics
328,2023-09-02,organic,standard,2023-10-06,56.18,Fashion
328,2023-09-02,organic,standard,2024-08-11,63.79,Electronics
328,2023-09-02,organic,standard,2023-09-13,53.69,Electronics
329,2023-08-10,paid_search,premium,2024-06-02,102.65,Fashion
329,2023-08-10,paid_search,premium,2024-05-19,96.14,Books
329,2023-08-10,paid_search,premium,2024-06-22,145.94,Fashion
329,2023-08-10,paid_search,premium,2024-04-25,69.11,Home
329,2023-08-10,paid_search,premium,2024-04-23,116.73,Electronics
329,2023-08-10,paid_search,premium,2024-02-24,125.82,Electronics
329,2023-08-10,paid_search,premium,2023-09-05,152.03,Electronics
329,2023-08-10,paid_search,premium,2024-09-11,89.76,Home
329,2023-08-10,paid_search,premium,2023-12-10,141.98,Home
330,2023-11-11,referral,premium,2024-02-28,192.39,Home
330,2023-11-11,referral,premium,2024-08-25,141.87,Books
330,2023-11-11,referral,premium,2024-10-14,48.09,Books
330,2023-11-11,referral,premium,2024-05-11,105.67,Fashion
330,2023-11-11,referral,premium,2024-02-05,143.14,Books
331,2023-03-28,organic,standard,2024-03-26,84.3,Fashion
331,2023-03-28,organic,standard,2023-06-20,65.95,Fashion
331,2023-03-28,organic,standard,2023-09-10,53.73,Home
331,2023-03-28,organic,standard,2023-05-26,66.79,Books
332,2023-07-13,organic,basic,2023-09-01,53.33,Fashion
332,2023-07-13,organic,basic,2023-11-08,40.9,Home
333,2023-06-30,social_media,standard,2024-07-06,52.21,Books
333,2023-06-30,social_media,standard,2024-05-01,82.53,Books
333,2023-06-30,social_media,standard,2024-05-29,77.16,Books
333,2023-06-30,social_media,standard,2023-07-09,76.85,Electronics
333,2023-06-30,social_media,standard,2023-11-23,46.24,Electronics
333,2023-06-30,social_media,standard,2024-02-28,54.53,Home
334,2023-08-14,email,premium,2024-01-19,78.69,Electronics
334,2023-08-14,email,premium,2024-07-05,95.98,Fashion
334,2023-08-14,email,premium,2024-07-23,105.97,Electronics
334,2023-08-14,email,premium,2024-08-24,172.32,Home
334,2023-08-14,email,premium,2024-03-04,144.06,Fashion
334,2023-08-14,email,premium,2024-04-16,121.94,Fashion
334,2023-08-14,email,premium,2024-01-24,160.61,Books
334,2023-08-14,email,premium,2023-11-15,118.91,Fashion
334,2023-08-14,email,premium,2024-03-21,152.28,Books
335,2023-05-16,paid_search,premium,2024-03-04,145.6,Books
335,2023-05-16,paid_search,premium,2023-11-22,158.53,Home
335,2023-05-16,paid_search,premium,2023-07-08,102.72,Home
335,2023-05-16,paid_search,premium,2024-01-01,178.59,Books
335,2023-05-16,paid_search,premium,2023-11-29,81.93,Fashion
335,2023-05-16,paid_search,premium,2024-01-21,127.86,Books
335,2023-05-16,paid_search,premium,2023-08-07,179.98,Home
335,2023-05-16,paid_search,premium,2024-02-03,176.85,Home
336,2023-07-08,organic,standard,2023-12-28,85.14,Books
336,2023-07-08,organic,standard,2024-04-14,91.21,Home
336,2023-07-08,organic,standard,2023-08-16,60.21,Books
336,2023-07-08,organic,standard,2023-09-20,51.74,Home
337,2023-11-20,paid_search,standard,2024-09-01,46.27,Fashion
337,2023-11-20,paid_search,standard,2024-08-04,71.87,Books
337,2023-11-20,paid_search,standard,2024-09-25,62.36,Books
337,2023-11-20,paid_search,standard,2024-06-28,91.17,Home
338,2023-08-10,social_media,standard,2024-04-03,110.74,Home
338,2023-08-10,social_media,standard,2024-05-25,78.11,Fashion
338,2023-08-10,social_media,standard,2023-09-19,54.2,Electronics
338,2023-08-10,social_media,standard,2024-08-20,71.55,Home
338,2023-08-10,social_media,standard,2024-04-08,67.46,Books
338,2023-08-10,social_media,standard,2024-04-08,76.8,Electronics
338,2023-08-10,social_media,standard,2024-06-28,57.5,Books
338,2023-08-10,social_media,standard,2024-06-07,65.22,Fashion
339,2023-05-19,social_media,premium,2023-06-22,181.46,Electronics
339,2023-05-19,social_media,premium,2023-10-27,124.24,Home
339,2023-05-19,social_media,premium,2024-05-19,83.77,Electronics
339,2023-05-19,social_media,premium,2024-03-03,156.59,Books
339,2023-05-19,social_media,premium,2023-09-09,142.16,Electronics
339,2023-05-19,social_media,premium,2023-12-02,196.02,Fashion
340,2023-09-19,social_media,standard,2023-09-29,48.41,Home
340,2023-09-19,social_media,standard,2023-10-01,98.04,Fashion
340,2023-09-19,social_media,standard,2024-03-14,86.65,Fashion
341,2023-07-25,social_media,premium,2024-02-06,305.32,Books
341,2023-07-25,social_media,premium,2023-10-13,111.66,Books
341,2023-07-25,social_media,premium,2024-03-06,163.43,Fashion
341,2023-07-25,social_media,premium,2023-10-26,110.08,Fashion
341,2023-07-25,social_media,premium,2024-03-13,187.69,Electronics
341,2023-07-25,social_media,premium,2024-03-14,111.78,Home
341,2023-07-25,social_media,premium,2024-05-12,140.5,Electronics
341,2023-07-25,social_media,premium,2023-12-24,123.35,Home
342,2023-04-03,organic,basic,2023-09-20,45.8,Books
342,2023-04-03,organic,basic,2024-03-25,40.77,Books
342,2023-04-03,organic,basic,2023-12-29,33.07,Home
343,2023-06-02,organic,standard,2023-09-09,76.82,Books
343,2023-06-02,organic,standard,2023-08-08,81.86,Fashion
343,2023-06-02,organic,standard,2023-09-19,87.46,Fashion
343,2023-06-02,organic,standard,2024-06-18,59.87,Books
343,2023-06-02,organic,standard,2023-07-24,89.74,Fashion
343,2023-06-02,organic,standard,2023-12-23,96.53,Books
344,2023-08-26,paid_search,standard,2023-09-15,72.25,Books
344,2023-08-26,paid_search,standard,2024-09-21,76.65,Fashion
344,2023-08-26,paid_search,standard,2023-10-03,86.6,Fashion
344,2023-08-26,paid_search,standard,2024-06-21,70.41,Books
344,2023-08-26,paid_search,standard,2024-07-23,64.83,Home
345,2023-06-25,paid_search,basic,2024-02-10,32.84,Books
345,2023-06-25,paid_search,basic,2023-12-24,38.22,Books
345,2023-06-25,paid_search,basic,2024-07-21,30.07,Electronics
345,2023-06-25,paid_search,basic,2023-09-29,23.42,Home
345,2023-06-25,paid_search,basic,2024-07-23,34.69,Books
346,2023-05-01,paid_search,standard,2023-11-04,78.52,Fashion
346,2023-05-01,paid_search,standard,2023-11-09,86.07,Books
346,2023-05-01,paid_search,standard,2024-05-14,50.3,Electronics
347,2023-06-27,referral,standard,2024-07-09,83.12,Electronics
347,2023-06-27,referral,standard,2024-05-10,149.64,Fashion
347,2023-06-27,referral,standard,2024-01-02,69.56,Home
347,2023-06-27,referral,standard,2024-01-25,47.73,Books
348,2023-06-07,referral,standard,2023-09-23,54.57,Home
348,2023-06-07,referral,standard,2024-04-20,95.31,Fashion
349,2023-11-22,referral,standard,2024-06-22,81.37,Books
349,2023-11-22,referral,standard,2024-08-23,45.46,Books
349,2023-11-22,referral,standard,2024-02-13,104.41,Home
349,2023-11-22,referral,standard,2024-08-10,63.45,Books
350,2023-06-20,paid_search,standard,2023-12-01,59.38,Electronics
350,2023-06-20,paid_search,standard,2024-04-08,65.78,Home
350,2023-06-20,paid_search,standard,2023-10-25,92.11,Fashion
350,2023-06-20,paid_search,standard,2024-01-15,72.17,Home
351,2023-10-07,organic,premium,2024-11-07,136.86,Home
351,2023-10-07,organic,premium,2024-10-27,126.85,Fashion
351,2023-10-07,organic,premium,2024-09-30,77.66,Books
351,2023-10-07,organic,premium,2024-09-02,142.44,Home
351,2023-10-07,organic,premium,2023-12-23,118.74,Electronics
351,2023-10-07,organic,premium,2023-12-27,158.43,Home
351,2023-10-07,organic,premium,2024-01-17,157.37,Books
351,2023-10-07,organic,premium,2023-12-23,106.44,Home
351,2023-10-07,organic,premium,2023-12-07,140.93,Fashion
351,2023-10-07,organic,premium,2023-12-17,96.58,Fashion
351,2023-10-07,organic,premium,2024-07-08,119.98,Books
351,2023-10-07,organic,premium,2024-04-10,122.08,Electronics
352,2023-04-02,paid_search,basic,2023-04-12,40.14,Books
352,2023-04-02,paid_search,basic,2023-08-19,37.99,Books
352,2023-04-02,paid_search,basic,2023-05-24,18.78,Home
353,2023-07-25,organic,standard,2024-05-29,116.24,Fashion
354,2023-12-08,organic,standard,2024-05-17,108.72,Fashion
